 2016-02-16 09:19:40,027 [P1860/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.3.4 application starting on EB00105
 2016-02-16 09:19:40,055 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-02-16 09:19:40,067 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 10ms)
 2016-02-16 09:19:40,206 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-02-16 09:19:40,219 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 13ms)
 2016-02-16 09:19:40,249 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-02-16 09:19:40,251 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 1ms)
 2016-02-16 09:19:40,251 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-02-16 09:19:40,253 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 1ms)
 2016-02-16 09:19:40,274 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-02-16 09:19:40,276 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 1ms)
 2016-02-16 09:19:40,276 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-02-16 09:19:40,281 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 4ms)
 2016-02-16 09:19:40,330 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-02-16 09:19:40,331 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 0ms)
 2016-02-16 09:19:40,331 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-02-16 09:19:40,332 [P1860/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 0ms)
 2016-02-16 09:19:41,081 [P1860/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-02-16 09:19:41,371 [P1860/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-02-16 09:19:41,415 [P1860/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-02-16 09:19:41,484 [P1860/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-02-16 09:19:41,503 [P1860/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-02-16 09:19:41,638 [P1860/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-02-16 09:19:41,653 [P1860/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 1711ms)
 2016-02-16 09:19:42,649 [P1860/D2/T8] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:59953/umbraco (UmbracoModule request)
 2016-02-16 09:19:42,822 [P1860/D2/T8] INFO  umbraco.content - Load Xml from file...
 2016-02-16 09:19:42,829 [P1860/D2/T8] INFO  umbraco.content - Loaded Xml from file.
 2016-02-16 09:19:43,065 [P1860/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-02-16 09:19:43,066 [P1860/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 1ms)
 2016-02-16 09:19:43,735 [P1860/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-02-16 09:19:43,738 [P1860/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 3ms)
 2016-02-16 09:20:46,145 [P1860/D2/T11] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-02-15 09:20:46
 2016-02-16 09:21:09,516 [P1860/D2/T12] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username jub@emakina.com from IP address ::1
 2016-02-16 09:21:09,518 [P1860/D2/T12] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: jub@emakina.com logged in from IP address ::1
 2016-02-16 09:21:09,704 [P1860/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-02-16 09:21:09,705 [P1860/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 1ms)
 2016-02-16 09:21:09,801 [P1860/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2016-02-16 09:21:09,802 [P1860/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 1ms)
 2016-02-16 09:21:09,834 [P1860/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-02-16 09:21:09,835 [P1860/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 1ms)
 2016-02-16 09:21:09,856 [P1860/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-02-16 09:21:09,856 [P1860/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-02-16 09:21:09,859 [P1860/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-02-16 09:21:09,860 [P1860/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 0ms)
 2016-02-16 10:00:04,128 [P1860/D2/T73] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2016-02-16 10:00:04,129 [P1860/D2/T73] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 1ms)
 2016-02-16 10:06:15,913 [P1860/D2/T81] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Matthieu Houx' with Id '0' has been published.
 2016-02-16 10:06:20,048 [P1860/D2/T10] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:06:20,052 [P1860/D2/T74] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:07:16,083 [P1860/D2/T77] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Matthieu Houx' with Id '1134' has been published.
 2016-02-16 10:07:20,144 [P1860/D2/T81] INFO  umbraco.content - Save Xml to file...
 2016-02-16 10:07:20,147 [P1860/D2/T68] INFO  umbraco.content - Saved Xml to file.
 2016-02-16 10:08:35,450 [P1860/D2/T78] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Matthieu Houx' with Id '1134' has been published.
 2016-02-16 10:08:39,501 [P1860/D2/T81] INFO  umbraco.content - Save Xml to file...
